"l_office_no","l_office_name","gu_name","r_holder_no","x_value","y_value"
1014,강동구평생학습관앞,강동구,15,37.5508,127.143
1044,굽은다리역,강동구,15,37.5454,127.143
1058,고덕숲 아이파크 1,강동구,12,37.5535,127.165
1011,LIGA 아파트 앞,강동구,20,37.5348,127.135
1041,묘곡초등학교,강동구,10,37.5592,127.153
1060,천일초교 사거리,강동구,8,37.5447,127.133
1008,암사역 3번출구(국민은행앞),강동구,10,37.5495,127.127
1038,강일 다솜 어린이 공원,강동구,10,37.5687,127.175
1004,삼성광나루아파트 버스정류장,강동구,10,37.5533,127.129
1035,고덕역 4번출구,강동구,20,37.555,127.155
1001,광진교 남단 사거리(디지털프라자앞),강동구,15,37.5418,127.125
1030,미호 플랜트 앞,강동구,15,37.5271,127.122
1027,프라자 아파트 앞,강동구,20,37.536,127.148
1051,양지시장 (용성약국앞) 입구,강동구,15,37.5548,127.137
1024,강동구청 앞,강동구,10,37.5293,127.123
1021,강일동 리슈빌 빌딩앞,강동구,15,37.5643,127.174
1530,광산사거리,강북구,10,37.6436,127.022
1522,월드전기조명인테리어(우이동),강북구,10,37.6545,127.013
1527,미아역 1번 출구 뒤,강북구,10,37.6273,127.026
1511,번동 금호어울림아파트102동앞,강북구,9,37.6311,127.036
1509,서울북부수도사업소,강북구,10,37.6344,127.036
1516,우이초등학교 후문 옆,강북구,10,37.6387,127.016
1545,솔샘역 2번 출구,강북구,10,37.6204,127.014
1501,"미아역 3번,4번 출구 사이",강북구,9,37.6261,127.026
1542,삼양사거리역,강북구,10,37.6216,127.02
1543,수유1동 주민센터,강북구,10,37.6302,127.018
1514,강북구청 사거리 버스정류소 앞,강북구,10,37.6388,127.028
1539,"4.19민주묘지역",강북구,10,37.6497,127.013
1503,이디야 커피 수유역점 앞,강북구,12,37.6393,127.027
1535,효성인텔리안 앞,강북구,10,37.6363,127.023
1532,번3동 주민센터 교차로,강북구,10,37.6264,127.047
1529,미아동 한국전력공사,강북구,15,37.6302,127.025
1513,강북구청 뒷편,강북구,20,37.6397,127.025
1526,수유동 채선당앞,강북구,8,37.6417,127.025
1510,번동주공5단지 관리사무소 앞,강북구,10,37.6337,127.036
1519,세븐일레븐 수유장미원점 앞,강북구,10,37.6455,127.016
1515,송천동 주민센터,강북구,10,37.6183,127.024
1541,삼양역,강북구,10,37.6265,127.018
1506,강북문화예술회관,강북구,20,37.6403,127.013
1538,솔밭공원역,강북구,8,37.6562,127.013
1536,번동 두산위브 101동 옆,강북구,20,37.6363,127.032
1546,송천동우체국,강북구,10,37.6155,127.03
1534,북서울 꿈의 숲 동문,강북구,20,37.6196,127.045
1531,미아사거리 1번 출구,강북구,10,37.614,127.03
1528,삼각산동 주민센터,강북구,10,37.615,127.021
1512,강북중학교 앞,강북구,20,37.6447,127.027
1518,SK telecom(수유직영점) 앞,강북구,10,37.6431,127.016
1520,성실교회,강북구,10,37.6399,127.023
1525,미아동 복합청사,강북구,10,37.6271,127.027
1540,가오리역,강북구,10,37.6417,127.017
1504,다이소 삼양시장점,강북구,10,37.6242,127.019
1537,북한산 우이역,강북구,10,37.6637,127.012
1533,"번동 주공3, 4단지 교차로",강북구,10,37.6299,127.041
1182,KBS 스포츠월드,강서구,20,37.5569,126.849
1155,기쁜우리복지관,강서구,10,37.5693,126.848
1137,등촌2동주민센터,강서구,10,37.5414,126.863
1110,공항중학교앞,강서구,10,37.5627,126.816
1178,개화산역 2번 출구,강서구,10,37.5725,126.806
1151,마곡역1번출구,강서구,25,37.5602,126.823
1146,곰달래사거리,강서구,10,37.5303,126.838
1174,강서구청사거리(부민병원),강서구,9,37.5566,126.851
1130,화곡본동시장 버스정류장,강서구,7,37.5428,126.843
1172,가양3동 주민센터,강서구,8,37.5612,126.861
1198,LG 사이언스파크,강서구,20,37.5625,126.827
1126,우장산역 1번출구옆(우장산아이파크105동앞),강서구,7,37.5489,126.837
1168,마곡엠밸리10단지 앞,강서구,10,37.5602,126.819
1169,염창역 1번 출구,강서구,8,37.5472,126.874
1195,코오롱one&only타워,강서구,20,37.5641,126.834
1186,송정중학교,강서구,10,37.5547,126.816
1190,마곡역 교차로(2번출구),강서구,10,37.5605,126.827
1119,염창동 한마음아파트앞(염창동 빛나는 음악학원앞),강서구,6,37.5543,126.868
1113,서남환경공원 버스정류장,강서구,15,37.5731,126.823
1109,공항시장역 4번출구,강서구,6,37.5633,126.81
1163,방화동강서기동대앞,강서구,10,37.5705,126.82
1149,신방화역환승주차장,강서구,13,37.5673,126.818
1166,강서구립등빛도서관,강서구,10,37.5626,126.842
1105,방화근린공원,강서구,10,37.5816,126.813
1160,양천향교역 7번출구앞,강서구,20,37.5677,126.841
1117,스타벅스앞,강서구,10,37.5582,126.844
1158,가양역 8번출구,강서구,20,37.561,126.855
1140,목동사거리 버스정류장,강서구,15,37.5314,126.864
1181,농수산식품공사 (강서지사),강서구,10,37.551,126.818
1153,발산역 2번출구,강서구,10,37.5589,126.838
1136,등촌2파출소,강서구,10,37.5448,126.862
1177,수명중?고교,강서구,10,37.5501,126.824
1150,송정역 1번출구,강서구,10,37.5616,126.81
1132,등촌역 7번출구,강서구,10,37.5511,126.864
1106,신방화사거리,강서구,10,37.573,126.816
1173,강서구청사거리(SH타워),강서구,15,37.5563,126.853
1129,화곡역 1번 출구 앞,강서구,7,37.5421,126.84
1171,염창동 새마을금고 건너편 (모닝글로리),강서구,8,37.55,126.873
1197,엘펠리체 호텔 건너편,강서구,20,37.5604,126.835
1124,발산역 6번출구옆(다이소앞),강서구,10,37.558,126.838
1194,센서택㈜,강서구,10,37.5633,126.837
1121,가양레포츠센터앞,강서구,15,37.5595,126.864
1188,롯데중앙연구소,강서구,8,37.5714,126.828
1118,증미역 3번출구뒤(등촌두산위브센티움오피스텔),강서구,10,37.5575,126.861
1185,등촌9단지,강서구,10,37.5629,126.849
1112,마곡엠밸리4단지 정문,강서구,15,37.5686,126.825
1108,공항시장역 1번출구,강서구,8,37.5636,126.81
1162,공항초등학교건너편,강서구,10,37.5627,126.82
1102,방화사거리 마을버스 버스정류장,강서구,10,37.5736,126.812
1159,서서울모터리움앞,강서구,20,37.5659,126.847
1115,등촌역 1번출구옆,강서구,10,37.5517,126.864
1145,곰달래 문화복지센터 1-2,강서구,10,37.5289,126.848
1157,강서구청,강서구,8,37.5507,126.85
1139,용문사 버스정류장,강서구,8,37.537,126.863
1180,마곡엠밸리 15단지(1502동) 건너편,강서구,15,37.5575,126.83
1152,마곡역교차로,강서구,10,37.5587,126.827
1135,강서구의회,강서구,10,37.5465,126.863
1148,볏골공원,강서구,10,37.5415,126.845
1165,마곡중학교 후문,강서구,20,37.5684,126.822
1175,대한항공 인력개발센터,강서구,15,37.5544,126.858
1131,꿈돌이공원 앞,강서구,8,37.5464,126.845
1127,화곡역(에이스정형외과앞) 버스정류장,강서구,10,37.541,126.839
1170,강서구보건소 (삼성디지털 프라자),강서구,11,37.5492,126.869
1196,서울식물원(문화센터) 건너편,강서구,15,37.5682,126.836
1122,황금내근린공원,강서구,10,37.5619,126.864
1120,대림경동아파트앞,강서구,10,37.5652,126.854
1114,서남물재생센터 버스정류장,강서구,15,37.5728,126.826
1184,마곡13단지,강서구,15,37.5564,126.816
1111,마곡엠밸리6_7단지 마곡중학교,강서구,15,37.567,126.822
1167,마곡수명산파크3단지 교차로,강서구,15,37.5535,126.826
1191,마곡역 교차로(NH농협),강서구,9,37.5602,126.827
1161,강서면허시험장앞,강서구,10,37.5497,126.82
1125,명덕고교입구(영종빌딩),강서구,10,37.5529,126.837
1101,개화동상사마을종점 버스정류장,강서구,10,37.5816,126.799
1103,방화역 4번출구앞,강서구,10,37.5772,126.812
1141,곰달래 문화복지센터 1-1,강서구,10,37.5291,126.848
2103,신림동 우방아파트,관악구,10,37.4892,126.919
2171,서울대입구역 5번출구,관악구,17,37.4815,126.952
2175,신림동걷고싶은문화의거리입구,관악구,10,37.4873,126.929
2178,서울대학교 정문,관악구,15,37.4668,126.949
2173,당곡사거리,관악구,10,37.4897,126.927
2140,신림1교 교차로,관악구,12,37.4784,126.932
2148,낙성대역 3번출구 뒤,관악구,10,37.477,126.963
2129,낙성대 과학전시관,관악구,10,37.4691,126.958
2110,조원동 미성아파트,관악구,9,37.4832,126.902
2119,중앙동 동진빌딩,관악구,10,37.4843,126.955
2170,조원동서울본병원,관악구,10,37.4815,126.912
2176,보라매공원 보도육교,관악구,15,37.489,126.916
2122,낙성대로 입구,관악구,20,37.4781,126.96
2160,관악구 보건소,관악구,15,37.4786,126.951
2165,JK장평타워,관악구,10,37.4765,126.965
2108,은천치안센터,관악구,20,37.4833,126.943
2157,난곡 사거리,관악구,10,37.4818,126.915
2144,난우길입구,관악구,15,37.4778,126.917
2106,난곡 새마을금고,관악구,12,37.4737,126.918
2102,봉림교 교통섬,관악구,20,37.4842,126.926
2180,신림동주민센터,관악구,10,37.4875,126.928
2177,신대방역 2번 출구,관악구,19,37.4871,126.913
2172,나들목공원,관악구,20,37.4694,126.945
2137,KT&G 관악지점,관악구,10,37.4849,126.937
2156,농협 관악문성지점,관악구,12,37.4807,126.909
2143,서울산업정보학교,관악구,10,37.4707,126.942
2128,관악구청교차로,관악구,12,37.4792,126.953
2115,관악농협농산물백화점,관악구,15,37.4799,126.903
2169,봉천역 2번출구,관악구,7,37.4822,126.942
2116,에이스에이존빌딩,관악구,9,37.4817,126.951
2159,인헌초교,관악구,10,37.4751,126.959
2107,도림천 신화교,관악구,25,37.4755,126.936
2153,서울남부초등학교 옆,관악구,10,37.4851,126.921
2135,신림역 5번출구,관악구,9,37.4844,126.929
2105,미성동 신림체육센터,관악구,12,37.4803,126.915
2113,관악동작견인차량보관소,관악구,10,37.4847,126.904
2111,서울대입구역 1번출구,관악구,10,37.4809,126.953
2179,양녕로 입구,관악구,10,37.4822,126.946
2174,삼성디지털프라자관악점,관악구,10,37.4886,126.928
2145,은천초등학교 육교,관악구,12,37.4864,126.943
2130,영어마을 관악캠프,관악구,15,37.472,126.959
2139,서울신성초등학교,관악구,10,37.4712,126.937
2141,미림여고입구 교차로,관악구,12,37.4723,126.933
2184,구암초등학교 버스정류장,관악구,10,37.4895,126.946
2109,은천로입구 가로공원,관악구,15,37.4862,126.936
2167,낙성대역 1번출구,관악구,12,37.4763,126.965
2112,서울대입구역 마에스트로,관악구,15,37.4813,126.951
2164,관악우체국,관악구,8,37.4848,126.933
2136,신림역 8번출구,관악구,10,37.4846,126.93
2104,사당역 5번출구,관악구,13,37.4761,126.981
2127,보성운수차고지 맞은편,관악구,10,37.4649,126.919
3534,건대입구역 5번출구 뒤,광진구,10,37.5401,127.069
3520,광진경찰서,광진구,10,37.5425,127.084
3504,원일교회,광진구,8,37.5381,127.077
576,광나루역 3번 출구,광진구,10,37.5448,127.104
3501,광진구청 앞,광진구,10,37.5395,127.083
573,구의문주차장 앞,광진구,10,37.5452,127.085
593,양중앙나들목,광진구,5,37.5286,127.078
3508,화양사거리,광진구,10,37.5482,127.068
3523,건국대학교 과학관(이과대) 앞,광진구,10,37.5417,127.08
555,구의3동주민센터,광진구,10,37.5378,127.092
505,자양사거리 광진아크로텔 앞,광진구,10,37.537,127.082
546,잠실대교북단 교차로,광진구,8,37.5325,127.085
552,대림아크로리버 앞,광진구,10,37.5366,127.093
542,강변역 4번출구 뒤,광진구,19,37.5355,127.094
3529,어린이대공원정문,광진구,15,37.5498,127.076
590,건국대학교 (입학정보관),광진구,10,37.5399,127.073
500,어린이대공원역 3번출구 앞,광진구,10,37.5471,127.074
3536,중앙농협(자양동),광진구,10,37.5318,127.081
3533,건대입구역 사거리(롯데백화점),광진구,10,37.5391,127.071
502,뚝섬유원지역 1번출구 앞,광진구,27,37.5319,127.067
3503,광진유진스웰,광진구,20,37.5505,127.109
515,광양중학교 앞,광진구,10,37.5302,127.087
575,중앙농협 중곡지점,광진구,10,37.5643,127.087
3500,군자역2번출구,광진구,10,37.5576,127.08
572,국립정신 건강센터 앞,광진구,20,37.5654,127.087
549,아차산역 3번출구,광진구,10,37.5512,127.09
501,광진구의회 앞,광진구,15,37.5373,127.07
3507,어린이회관,광진구,25,37.546,127.078
3524,세종대학교,광진구,15,37.5502,127.074
544,광남중학교,광진구,20,37.5407,127.103
584,광진광장 교통섬,광진구,20,37.5478,127.073
551,구의삼성쉐르빌 앞,광진구,10,37.5401,127.094
540,군자역 7번출구 베스트샵 앞,광진구,8,37.556,127.079
592,건국대학교 학생회관,광진구,15,37.5419,127.078
3528,광진정보도서관,광진구,8,37.5506,127.111
504,신자초교입구교차로,광진구,5,37.533,127.076
3535,중곡사거리(국민은행),광진구,10,37.5592,127.088
3521,현대홈타운 뒷길,광진구,10,37.5434,127.097
516,광진메디칼 앞,광진구,10,37.5484,127.069
503,더샵스타시티 C동 앞,광진구,15,37.5367,127.074
3516,구의아리수정수센터앞,광진구,10,37.5437,127.093
3505,신양초교앞 교차로,광진구,12,37.5352,127.068
577,광진청소년수련관,광진구,10,37.5465,127.106
3502,중곡역 1번출구,광진구,15,37.5657,127.084
574,아차산역4번출구,광진구,20,37.5518,127.089
3509,세종사이버대학교,광진구,20,37.5534,127.073
571,어린이대공원역6번출구,광진구,20,37.5485,127.075
548,자양나들목,광진구,20,37.5298,127.075
3517,용마사거리,광진구,10,37.5625,127.082
3506,영동대교 북단,광진구,10,37.537,127.061
3510,중곡SK아파트앞,광진구,10,37.5686,127.086
553,중곡 성원APT 앞,광진구,10,37.5713,127.08
543,구의공원(테크노마트 앞),광진구,20,37.536,127.095
539,군자교교차로,광진구,10,37.5598,127.074
591,건국대학교 (행정관),광진구,5,37.5428,127.075
3537,아차산 휴먼시아 아파트 옆,광진구,15,37.5485,127.094
1912,한신휴아파트 앞,구로구,10,37.4888,126.891
1981,천왕이펜하우스5단지 앞,구로구,10,37.4794,126.843
1908,해원리바파크 육교 밑,구로구,10,37.4953,126.872
1977,천왕역 1번 출입구 앞,구로구,15,37.4862,126.839
1984,구로구청,구로구,10,37.4953,126.888
1904,도림천역 1번 출구 앞,구로구,10,37.5142,126.883
1974,신도림2차e편한세상아파트 203동 앞,구로구,10,37.5052,126.883
1969,궁동생태공원,구로구,10,37.5019,126.829
1967,참새공원(백곡경노당),구로구,10,37.5051,126.844
1964,원메디타운 앞,구로구,10,37.4979,126.865
1960,화광신문사 앞,구로구,10,37.5028,126.889
1953,천왕역 4번출구 뒤,구로구,20,37.4864,126.839
1930,개봉지구대 개봉치안센터,구로구,7,37.4977,126.854
1991,오류동역 맞은편,구로구,10,37.4968,126.845
1946,구로역 광장,구로구,10,37.5031,126.88
1924,삼부르네상스파크빌,구로구,10,37.4787,126.895
1986,태평양물산빌딩,구로구,15,37.4849,126.895
1913,구로리공원,구로구,10,37.491,126.892
1911,구로디지털단지역 앞,구로구,10,37.4849,126.901
1979,구로1동우체국 앞,구로구,10,37.492,126.874
1907,구일우성(아) 육교 밑,구로구,12,37.4896,126.876
1976,남구로역 5번 출입구 앞,구로구,10,37.4857,126.887
1983,구로동롯데아파트,구로구,10,37.5025,126.884
1901,신도림동주민센터 앞,구로구,10,37.5073,126.88
1973,오리로와 서해안도로 교차로 앞,구로구,10,37.4886,126.836
1968,동인오피스텔 건너편 소공원,구로구,12,37.4985,126.848
1925,동양미래대학교 정문 옆,구로구,20,37.4999,126.868
1966,한마을아파트 정문상가,구로구,10,37.4965,126.863
1962,가리봉동주민센터,구로구,15,37.4816,126.893
1959,구로구의회 앞,구로구,10,37.4965,126.89
1957,구일고등학교 정문,구로구,15,37.4934,126.874
1937,한진아파트 입구,구로구,15,37.4861,126.852
1994,삼성전자 물류센터 앞,구로구,10,37.497,126.872
1952,천왕연지타운2단지 앞,구로구,15,37.4821,126.846
1929,고척근린공원 고척도서관 앞,구로구,10,37.5051,126.853
1988,고척LIGA아파트 앞,구로구,20,37.5061,126.861
1943,온수역 북측,구로구,10,37.4928,126.825
1920,서울미래초등학교 사거리,구로구,10,37.5044,126.888
1910,낙원교회 맞은편,구로구,5,37.4975,126.884
1985,구로도서관,구로구,20,37.4985,126.892
1906,신도림역 1번 출구 앞,구로구,20,37.5097,126.89
1975,대림역 1번 출입구 밑,구로구,10,37.4926,126.895
1971,오정초교 앞 보도육교,구로구,10,37.4907,126.826
1931,개봉역(북측광장),구로구,10,37.495,126.858
1914,대림역4번출구,구로구,10,37.4946,126.894
1965,삼환로즈빌아파트 105동 옆,구로구,15,37.4972,126.859
1961,신도림테크노근린공원,구로구,15,37.5082,126.891
1958,강서수도사업소민원센터,구로구,10,37.4958,126.89
1956,도야미리숯불갈비 앞,구로구,10,37.51,126.882
1933,개봉푸르지오아파트 상가,구로구,10,37.5016,126.847
1993,금강수목원아파트 앞,구로구,10,37.4894,126.834
1951,천왕이펜하우스 4단지 상가 앞,구로구,20,37.4803,126.84
1928,고척스카이돔구장 광장,구로구,10,37.4995,126.868
1955,디지털입구 교차로,구로구,10,37.4829,126.901
1987,개봉아이파크아파트 앞,구로구,15,37.4903,126.861
1936,개봉역 1번 출구 자전거보관서쪽,구로구,10,37.4943,126.859
1916,구로중학교앞,구로구,10,37.4941,126.89
1829,홈플러스 금천점 앞,금천구,10,37.4691,126.897
1840,솔브레인이엔지 뒤편,금천구,20,37.4751,126.888
1850,코오롱테크노밸리,금천구,10,37.4802,126.886
1824,독산근린공원 입구,금천구,15,37.4646,126.884
1816,금천폭포공원 앞,금천구,20,37.4469,126.904
1827,독산보도육교 앞 자전거 보관소,금천구,20,37.4558,126.893
1809,LG전자 별관동(호서대 벤처타워 맞은편),금천구,10,37.4708,126.885
1805,서울디지털운동장 앞,금천구,10,37.4823,126.878
1855,성지아파트 옆 도로변,금천구,10,37.4513,126.898
1834,월드메르디앙 벤처센터 2차,금천구,15,37.4791,126.879
1846,롯데캐슬골드파크1차 동문,금천구,15,37.4602,126.896
1831,메이퀸웨딩컨벤션 앞,금천구,10,37.4725,126.898
1842,한울중학교,금천구,15,37.4626,126.907
1826,한신코아 앞,금천구,20,37.4568,126.888
1839,수출의 다리 아래,금천구,20,37.4771,126.885
1849,대륭포스트타워5차,금천구,10,37.4814,126.887
1823,상신정비공업 앞,금천구,20,37.4589,126.899
1821,홈플러스 시흥점 맞은편 다비치안경 앞,금천구,10,37.4515,126.902
1814,두산위브아파트 옆 상가건물 앞,금천구,8,37.4742,126.894
1808,에이스하이엔드타워8차 앞,금천구,20,37.4732,126.885
1857,주공14단지,금천구,15,37.4606,126.887
1854,가산아네스트 오피스텔 앞,금천구,10,37.4782,126.897
1819,금천구청 앞 자전거거치대,금천구,10,37.4565,126.896
1848,벽산 디지털밸리 5차,금천구,10,37.4763,126.885
1845,롯데캐슬골드파크1차 서문,금천구,15,37.4603,126.892
1830,빅마켓 금천점 앞,금천구,15,37.4702,126.895
1841,가산동 주민센터,금천구,10,37.477,126.892
1825,한신아파트 앞 육교 아래,금천구,10,37.4547,126.891
1822,서울 시흥동우체국 앞,금천구,10,37.453,126.901
1820,신한은행 시흥대로금융센터지점,금천구,10,37.4433,126.903
1836,금천구립 독산도서관,금천구,7,37.4674,126.908
1851,가산디지털단지 7번출구,금천구,10,37.4812,126.881
1812,갑을그레이트밸리 앞,금천구,10,37.479,126.887
1858,석수역1번출구 앞 (SK주유소),금천구,10,37.4373,126.903
1806,에이스하이엔드타워9차 앞,금천구,10,37.4862,126.879
1804,독산역 2번출구 자전거주차장,금천구,10,37.4665,126.889
1856,모두의학교,금천구,10,37.4784,126.907
1853,서울디자인직업전문학교 앞,금천구,10,37.4725,126.896
1835,STX V타워,금천구,10,37.4771,126.884
1847,독산주공 14단지 버스정류소,금천구,10,37.461,126.887
1833,독산역 1번출구 앞 자전거보관소,금천구,10,37.4665,126.89
1843,독산고등학교,금천구,10,37.4771,126.911
1628,노일초등학교 앞,노원구,10,37.6736,127.055
1611,과기대 입구(우),노원구,20,37.6299,127.077
1642,서울여대 남문,노원구,7,37.6254,127.088
1603,롯데캐슬 102동 코너(월계주유소건너),노원구,10,37.6249,127.05
1686,온수골사거리(스타벅스앞),노원구,10,37.6611,127.058
1660,서울시립과학관,노원구,8,37.6421,127.077
1683,노원문화예술회관,노원구,10,37.6505,127.081
1656,중앙하이츠 아파트 입구,노원구,10,37.655,127.067
1680,삼육대 제3과학관,노원구,10,37.6427,127.108
1602,광운대역 앞,노원구,15,37.6227,127.062
1653,노원역1번출구,노원구,10,37.6562,127.064
1682,중계종합사회복지관 교차로,노원구,13,37.6568,127.078
1651,맥도날드 상계점 앞,노원구,20,37.6724,127.056
1689,마들역 3번출구,노원구,10,37.6652,127.058
1643,태릉입구역 8번출구,노원구,10,37.6174,127.075
1670,노원경찰서교차로,노원구,15,37.6434,127.072
1637,KT 노원점 건물 앞,노원구,15,37.6547,127.063
1675,월계문화체육센터,노원구,14,37.6269,127.055
1667,중계중학교,노원구,10,37.6545,127.074
1635,상계3.4동 주민센터 대여소,노원구,11,37.6727,127.083
1664,노해근린공원내,노원구,10,37.6494,127.07
1617,하계동 중평어린이공원 앞,노원구,20,37.6371,127.063
1662,노원역7번출구,노원구,15,37.6541,127.059
1620,중계동 노원구민체육센터 옆(중1-2),노원구,10,37.6482,127.07
1619,중계동 하나프라자빌딩 앞(중1-1),노원구,10,37.649,127.076
1610,화랑대역 2번출구 앞,노원구,20,37.6204,127.084
1601,석계역 문화광장 내 자전거 보관소,노원구,20,37.6153,127.064
1685,불암고등학교 앞 횡단보도,노원구,8,37.6482,127.08
1659,중계동 을지중학교,노원구,10,37.6503,127.072
1627,수락산역 4번출구,노원구,14,37.6769,127.055
1655,공릉1단지아파트,노원구,15,37.6311,127.07
1679,삼육대 도서관,노원구,15,37.6428,127.107
1652,파르코 앞,노원구,10,37.68,127.056
1681,현대6차 아파트,노원구,12,37.6458,127.082
1674,서울북부고용센터앞,노원구,15,37.6535,127.058
1691,노원정보도서관,노원구,10,37.6607,127.065
1650,중계근린공원내,노원구,20,37.6396,127.065
1672,상계동수락리버시티,노원구,15,37.6886,127.053
1688,마들역 7번출구,노원구,9,37.6657,127.057
1669,중계역 3번출구,노원구,9,37.6435,127.065
1636,백병원 사거리 농협은행 앞,노원구,10,37.6492,127.062
1640,한내근린공원 북측,노원구,10,37.6239,127.068
1666,노원소방서인근,노원구,10,37.6558,127.072
1634,당고개공원 대여소,노원구,15,37.6691,127.078
1663,동해문화예술관앞,노원구,20,37.6194,127.058
1630,수연빌딩 앞,노원구,10,37.6763,127.056
1616,하계2동 공항버스정류장 옆,노원구,10,37.6351,127.068
1661,당현천근린공원,노원구,10,37.6496,127.066
1605,헬스케어,노원구,10,37.6316,127.062
1608,공릉역 1번 출구 앞,노원구,10,37.6266,127.073
1606,태릉입구역 3번출구,노원구,10,37.6192,127.075
1684,태릉입구역 5번출구,노원구,20,37.6183,127.076
1657,노원구청,노원구,10,37.654,127.057
1625,상계역(4번출구),노원구,20,37.66,127.073
1654,당고개입구 오거리,노원구,15,37.6638,127.075
1678,성서대학교 밀알관,노원구,15,37.6484,127.064
1673,노원역?5번출구,노원구,10,37.654,127.061
1690,도봉운전면허시험장,노원구,10,37.6577,127.059
1646,삼육대 입구,노원구,20,37.6385,127.108
1671,인덕대학교,노원구,15,37.6293,127.055
1639,희성오피앙,노원구,10,37.6803,127.055
1677,육군사관학교  앞,노원구,10,37.6232,127.09
1668,중계역 6번출구,노원구,10,37.6455,127.063
1641,한내근린공원 남측,노원구,15,37.6216,127.07
1665,양지근린공원앞,노원구,10,37.6473,127.076
1623,노원 구민회관,노원구,20,37.6386,127.066
1721,창동역 2번출구,도봉구,12,37.653,127.047
1717,시립창동운동장 입구,도봉구,15,37.6557,127.05
1714,도봉문화정보도서관 삼거리,도봉구,10,37.6446,127.045
1703,도봉산광역환승센터앞,도봉구,15,37.6897,127.045
1706,기업은행 앞,도봉구,10,37.6657,127.043
1726,삼익세라믹아파트교차로,도봉구,8,37.6586,127.035
1735,"도봉역 1,2번 출구사이 건너편",도봉구,13,37.6791,127.045
1722,창동청소년수련관,도봉구,15,37.6578,127.05
1732,우리은행 앞,도봉구,10,37.6676,127.043
1712,창동역공영주차장앞,도봉구,15,37.654,127.05
1705,도봉구청 정문앞,도봉구,8,37.6692,127.047
1720,도봉구청 옆(중랑천변),도봉구,27,37.6687,127.048
1716,하나로마트 창동점,도봉구,10,37.6542,127.051
1737,하나은행 (창동점),도봉구,8,37.6397,127.039
1725,창1동주민센터,도봉구,10,37.6475,127.043
1734,쌍문현대1차아파트 108동 앞,도봉구,10,37.6581,127.033
1730,도봉산역 교차로 앞,도봉구,10,37.6876,127.046
1709,쌍문역4번출구 주변,도봉구,15,37.6501,127.035
1702,녹천역 1번출구 앞,도봉구,10,37.6462,127.051
1719,신도봉사거리 버스정류장,도봉구,10,37.6733,127.044
1715,서울특별시교육청도봉도서관,도봉구,20,37.6532,127.013
1713,쌍문동 청소년 랜드,도봉구,10,37.6473,127.026
1728,서울북부지방법원,도봉구,15,37.6777,127.046
1708,보건소사거리(다비치안경창동점),도봉구,8,37.6568,127.04
1727,서울도봉초등학교인근,도봉구,15,37.6787,127.041
1736,버스정류장 앞,도봉구,12,37.6522,127.037
1723,방학동학마을도서관,도봉구,10,37.6621,127.028
1733,방학사거리 (봄마당 앞),도봉구,12,37.663,127.042
1729,파리바게트앞,도봉구,10,37.684,127.046
1707,도봉구민회관,도봉구,15,37.6545,127.039
1741,제일강산수산입구,도봉구,15,37.6452,127.033
613,신설동역 10번출구 앞,동대문구,10,37.5753,127.023
654,전농동 텃골공원,동대문구,10,37.5776,127.052
657,동대문롯데캐슬아파트 앞,동대문구,13,37.5758,127.048
627,장안동삼거리 교통섬,동대문구,10,37.5786,127.072
624,전농동 동아아파트 앞,동대문구,10,37.5742,127.046
606,휘경공고앞,동대문구,6,37.5846,127.07
648,장안동위더스빌옆,동대문구,15,37.5667,127.062
602,장안동 사거리,동대문구,10,37.5722,127.071
647,신이문역 1번출구,동대문구,10,37.6028,127.067
643,동대문구민체육센터 (육교아래),동대문구,10,37.567,127.074
641,용두역 4번출구,동대문구,10,37.5738,127.039
638,서울시립대 정보기술관,동대문구,20,37.583,127.061
635,시조사 앞 (청량고정문 옆),동대문구,12,37.5875,127.053
615,용두동 레미안허브리츠아파트 앞,동대문구,20,37.5764,127.035
658,촬영소 사거리,동대문구,10,37.5729,127.066
630,동대문구 보건소,동대문구,15,37.5749,127.04
612,시립동부병원 앞 사거리,동대문구,20,37.5737,127.031
652,답십리 래미안엘파인아파트 입구,동대문구,20,37.5765,127.066
656,영휘원 교차로,동대문구,10,37.5872,127.043
626,군자교 서측 녹지대,동대문구,10,37.5612,127.071
661,경희대학교 청운관,동대문구,10,37.5946,127.052
623,서울시립대 정문 앞,동대문구,20,37.5837,127.054
609,제기2교,동대문구,20,37.5878,127.037
651,우리은행청량리지점앞,동대문구,10,37.5827,127.048
621,동대문중학교 옆,동대문구,15,37.5747,127.053
605,신설동역8번출구,동대문구,8,37.5742,127.026
601,용신동주민센터,동대문구,10,37.5759,127.037
646,장한평역 1번출구 (국민은행앞),동대문구,10,37.5619,127.064
640,KEB하나은행 청량리역지점,동대문구,6,37.5825,127.044
637,KAIST 경영대학 앞,동대문구,10,37.5916,127.046
634,외국어대 정문 앞,동대문구,20,37.596,127.06
617,청솔우성아파트 앞,동대문구,20,37.5742,127.058
660,동의보감타워,동대문구,10,37.578,127.038
614,용두동 사거리,동대문구,20,37.5777,127.031
628,휘봉고등학교 앞,동대문구,15,37.5868,127.068
610,동대문중 교차로,동대문구,10,37.5731,127.052
625,답십리초등학교 앞(현대시장 옆),동대문구,9,37.5682,127.057
622,전농사거리 교통섬,동대문구,15,37.5778,127.058
608,전농삼성아파트,동대문구,10,37.5813,127.055
650,중랑교사거리,동대문구,20,37.5915,127.068
